dialog,act,emotion
"['When were you Bron may I ask ? ' ' On 20th May 1963 . '
 ' Do you know what it was according to the lunar calendar ? '
 ' 27th day of the fourth month . '
 ' By the way , could you tell me when the film will begin ? '
 ' It will begin at 5 thirty . '
 "" I am frigid I can't be there on time . "" ' You can see it tomorrow . '
 "" I don't want to miss it today . "" ' See you . ' ' See you . ']",[2 1 2 1 2 1 1 3 4 1 1],[0 0 0 0 0 0 0 0 0 0 0]
['Wish you have a blast . ' ' Thank you . See you . '],[3 4],[4 4]
"['Guess who I saw yesterday ? ' ' Who ? '
 ' My cousin Monk . Have you seen her lately ? '
 ' Not for a couple of years . What happened to her ? '
 "" Nothing exactly . She's grown into a very attractive young lady . ""
 ' Oh , she is . '
 ' You know , her long lovely blond hair and beautiful blue eyes really make her stand out from others . '
 "" Not surprising . I bet she's very tall and slim . ""
 ' Yean . Around five feet five inches tall . ']",[2 2 2 2 1 1 1 1 1],[0 0 0 0 0 0 0 0 0]
"['Is this your brother-in-law ? '
 ' Yes , he married my sister ten years ago . '
 "" From his looks , I'd say he's a man of character . ""
 ' Yes , my sister loves his personality . ']",[2 1 1 1],[0 0 4 4]
"[""I'm looking for a white purse as a gift . Could you show what you have in stock ? ""
 ' You are in luck . We just receive a shipment of several different styles of white purses . '
 ' They must be popular again this season . '
 ' Yes , I believe they are . Here are something that might interest you . '
 "" Wow . this is nice . I'll take this one . I guess if she doesn't like it she can return it , right ? ""
 ' Sure . Let me ring this up for you at the register . If you would like , this can be gift-wrapped for free . Just take it to the customer service department . ']",[2 1 1 3 2 1],[0 4 4 4 4 0]
"['Good morning ! My name is John White , import manager of the Garden Trading Company of New York . '
 ' Oh , how do you to Mr . White ? My name is Li Ming , here is my card . '
 "" Nice to meet you Mr.Li . We have learned about that you specialize in the export business of electronic products . As you enjoy the highest reputation in the commercial circle , we'd be please to enter into business relations with your firm . ""
 ' We share the same desire . Have you seen the display of our products in the exhibition hall downstairs ? '
 ' Yes , I had a look just now , I feel we can do a lot of business in this line . '
 ' Sure , we can . You know , we are been in the line for more than twenty years , and I think our price are competitive comparing with those in the world market . '
 ' Our company enjoys a history of more than twenty years , we have wide connection with wholesalers and retailers all over the America , and we have good reputation in the commercial circle . '
 ' Thank you for your information , we can hold more talks later on business details . '
 ' Sure . ']",[1 3 3 2 1 1 1 3 4],[0 0 0 0 0 0 0 0 0]
"['Stupid girl , making me spend so much money , now I have to get it from the ATM ... '
 ' Hello , welcome to Universal Bank . Please insert your card into the slot . '
 ' I know where to put my card ! Stupid machine , talking to me like I ’ m an idiot ... '
 ' Please input your 6 digit PIN code followed by the pound key . Thank you . Please select an option.Thank you . You have selected withdrawal . '
 ' Yeah , yeah , I know what I selected . Just give me my money ! '
 ' Please type the amount you would like to withdraw.Thank you , you want to transfer 10000 USD to the World Wildlife Foundation . If this is correct please press 1 . '
 ' No , no ! Stupid machine , what are you doing ! No ! '
 ' Confirmed . Thank you for using our bank ! Please remove your card from the slot . Goodbye ! ']",[3 2 1 3 3 3 2 1],[1 0 1 0 1 0 1 0]
"['We need to figure out how much money we are spending and what we are spending it on ? '
 ' Why ? ' ' Well , I think we could be saving more . '
 ' Really ? Well . Ok . Get the receipts out . '
 "" Let's see . We spent 700 dollars for our home loan payment , 400 on groceries , 75 on utilities , 250 on gasoline , 100 on books and 300 on entertainment last month . ""
 "" That's 1,825 dollars . ""
 ' We put 500 into the savings account and 750 into our stock account . '
 "" 3,075 . Our paychecks are 3300 combined . That means we don't have any receipts for 225 . ""
 ' Right . ']",[3 2 1 4 1 1 1 1 1],[0 0 0 6 0 0 0 0 0]
"[""Hi , welcome to Hal's Computer World . Can I help you with anything ? ""
 "" Yes , I'd like to buy a new computer , but I don't really know much about them . Can you give me any suggestions ? ""
 ' No problem . First of all , do you want to get a home computer or a laptop ? '
 ' Laptops are more expensive , right ? '
 ' Yes , they generally cost a little more . '
 "" I'll just get a regular home computer then . I don't think I'll need to lug my computer around with me . ""]",[2 3 2 2 1 1],[0 0 0 0 0 0]
"[""Come again ? What are you talking about ? Aren't we on the same team now ? ""
 ' Guess again , Dave . I have no intention of leaving invoking . Never did . '
 "" What do you mean ? You didn't ? Oh , no ... No ! ""
 "" That's right , Dave . I tricked you into giving a confession . And I've recorded every word of it . ""
 ' But how ? So you knew all along I was with WebTracker ? How did you know ? '
 ' I saw your green post-it notes . Nobody else has them . ']",[2 1 2 1 2 1],[6 0 6 0 6 0]
"['You ’ re going to set up your own law office , aren ’ t you ? '
 ' Yes . After so many years of hard work , I ’ d rather I had an office of my own . '
 ' If you need help , don ’ t hesitate to ask me . '
 ' I ’ ll be very glad if you would help . '
 ' I ’ d like to wish you every success in your new venture . '
 ' Thank you . I wish I would . ' ' Good luck to you . ']",[2 1 1 1 1 1 1],[4 4 4 4 4 4 4]
['I hate to see the abuse of animals . ' ' It makes me sick . '],[1 1],[1 1]
"['Excuse me . Can you direct me to the toy department , please ? '
 "" It's on the 7th floor . As you get off the elevator , you'll see it on your left . ""
 ' Can you direct me to the elevator ? '
 "" Sure . Go straight ahead and you'll walk into it . "" ' Thank you . '
 "" You're welcome . ""]",[3 4 3 4 1 1],[0 0 0 0 4 4]
"['This is IBA Bank , Claire speaking , how may I help you ? '
 "" Oh , hello , yes , arm ... I've just lost my bank stuff . ""
 "" I'm sorry , could you be a little more specific ? ""
 ' You know my bank stuff . My card , my book ... '
 ' OK , I will have to take some details from you . Could you tell me your name , please ? '
 "" Jim Chan . The account's in my name . Is that all you need to know ? ""
 ' Not quite , Sir . We will need to also know the account number , the deposited amount and your PIN number . You will also have to come in and fill out some forms . ']",[2 1 3 1 3 2 3],[0 0 0 0 0 0 0]
"[""How can I get my driver's license ? ""
 ' Have you taken your driving test yet ? '
 ' I have yet to take my driving test . '
 "" Okay , first I'm going to need you to fill out the paperwork . ""
 ' When can I take my test ? '
 "" You'll have to make an appointment for that . ""
 ' I would like to make one right now . ' ' How does Friday sound ? '
 ' That would be great . ' ' What time would you like to take the test ? '
 ' If I could do it in the morning , then that would be good . '
 "" Eleven o'clock on Friday morning . See you then . ""]",[2 2 1 3 2 1 3 3 4 2 1 1],[0 0 0 0 0 0 0 0 0 0 0 4]
"['Remember that writing contest I entered ? Well , I won first prize . '
 ' Great ! This calls for a celebration . ']",[1 1],[4 4]
"['Are you free tonight ? ' "" Yes , I am . What's wrong ? ""
 ' Would you please go to a dancing party with me ? '
 ' OK . No problem . '
 "" As a matter of fact , I haven't danced for a long time . ""
 "" But it's said that you dance wonderfully well . ""
 ' Thanks for flattering me . I think you dance a lot , right ? '
 ' No . Just occasionally . ' ' What are your favourite dances ? '
 ' I love rumba and waltz . ' ' How about samba ? '
 "" To tell the truth , I don't like it . It's too fast . ""
 "" Then I'll see you at six . Is that all right ? ""
 ' OK . See you then . ' ' See you then . ']",[2 2 3 4 1 1 2 1 2 1 2 1 3 4 1],[0 0 4 4 0 0 4 4 4 4 4 4 4 4 4]
"['Well , no one could survive without water , but you see pollution has been making more and more water unable for drinking . '
 ' Yeah . Water pollution has for a long time been a major concern among the environmental issues . '
 ' But what are the sources of water pollution ? '
 ' They could generally be divided into two categories '
 ' Well , direct ones are the pollution directly from factories , refineries waste treatment plants etc . , aren ’ t they ? '
 ' Yeah . They are emitted directly into urban water supplies . '
 ' But what about the indirect ones ? '
 ' Indirect sources include contaminants that enter the water supply from soils or groundwater systems and from the atmosphere via rainwater . '
 ' I see . For the sake of us all , we should be an active participator in the prevention of it . '
 "" Sure . It's an issue asking for everyone's participation . ""]",[1 1 2 1 2 1 2 1 1 1],[0 0 0 0 0 0 0 0 0 0]
"[""Oh , my god ! I look so old . I look as if I were 40 . I think it's time for some plastic surgeries . I'm tired of these wrinkles and sagging skin . ""
 "" I don't see any wrinkles or sagging skin ! You'd better stop being so ridiculous . ""
 ' Anyway I think I need a nose job and some breast implants as well . '
 ' I think you need to get a brain surgery . Honestly speaking , you look charming . '
 ' I know what you mean . I just want to make myself more attractive . '
 ' You are fine the way you are . Besides , plastic surgery hurts . '
 ' Really ? ' "" Sure it is . So you'd better get rid of this idea . ""]",[1 1 1 3 4 3 2 1],[0 0 0 0 0 0 6 0]
"[""Do you know that John isn't going to come back to our school ? ""
 ' Really ? Why ? ' ' He had moved and held a party on July 1st . '
 "" It's a pity that I was traveling around Europe at that time . ""
 "" Even he's not coming back to school anymore , you still can call him and meet him on weekends . ""
 "" You're right ! I will call him this weekend and meet him . ""]",[2 2 1 1 3 4],[0 6 0 0 0 4]
"['How did your interview go ? '
 "" Pretty well . I don't know if I'll get the promotion or not , but I feel good about it . ""
 ' If you get the promotion , what will your new title be ? '
 ' If I get the promotion , I will be a senior engineer instead of an assistant engineer . '
 ' Will you get a pay-raise , too ? '
 ' Whenever you are given added responsibilities , you should get a promotion . '
 ' That makes sense . Who interviewed you ? ' ' My boss . '
 ' What kinds of questions did she ask you ? '
 ' She asked me about my ability to work in a team and what I thought a good boss should be . '
 ' The second one sounds rather difficult to answer . What did you tell her ? '
 "" I told her that I'm an excellent team player and that a good boss should treat male and female employees equally . ""
 ' Those are good answers . How did she react ? '
 "" She told me that even when I become a senior engineer , I'll have to work with the assistant engineers as a team . ""
 ' What do you think about her as a boss ? '
 "" She's pretty easy to get along with . She listens to her employees and treats everyone equally . ""
 "" You're lucky . Not everyone has such a great boss ! ""
 "" That's true . She's highly esteemed among everyone at my company . ""
 ' When you find out you get the promotion or not , let me know . '
 ' I will do . ']",[2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 1 1 3 4],[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0]
